public_health_unit,outcome,surveillance_period,surveillance_week,start_of_time_period,end_of_time_period,number,population,number_per_100_000_population
Halton Region Public Health,RSV hospital bed occupancy (total),2022-23,48,2022-11-27,2022-12-03,6,630507,0.9516151287773174
Huron Perth Public Health,COVID-19 deaths,2022-23,48,2022-11-27,2022-12-03,1,151389,0.660549973908276
Huron Perth Public Health,COVID-19 hospital ICU bed occupancy (total),2022-23,48,2022-11-27,2022-12-03,1,151389,0.660549973908276
Huron Perth Public Health,COVID-19 hospital admissions,2022-23,48,2022-11-27,2022-12-03,7,151389,4.623849817357932
Huron Perth Public Health,COVID-19 hospital bed occupancy (due to infection),2022-23,48,2022-11-27,2022-12-03,3,151389,1.981649921724828
Huron Perth Public Health,COVID-19 hospital bed occupancy (total),2022-23,48,2022-11-27,2022-12-03,6,151389,3.963299843449656
Huron Perth Public Health,"Combined COVID-19, influenza, and RSV hospital bed occupancy (total)",2022-23,48,2022-11-27,2022-12-03,12,151389,7.926599686899312
Huron Perth Public Health,Influenza hospital admissions,2022-23,48,2022-11-27,2022-12-03,13,151389,8.587149660807588
Huron Perth Public Health,Influenza hospital bed occupancy (due to infection),2022-23,48,2022-11-27,2022-12-03,3,151389,1.981649921724828
Huron Perth Public Health,Influenza hospital bed occupancy (total),2022-23,48,2022-11-27,2022-12-03,4,151389,2.642199895633104
Huron Perth Public Health,RSV hospital admissions,2022-23,48,2022-11-27,2022-12-03,10,151389,6.60549973908276
Huron Perth Public Health,RSV hospital bed occupancy (total),2022-23,48,2022-11-27,2022-12-03,3,151389,1.981649921724828
Lakelands Public Health,COVID-19 deaths,2022-23,48,2022-11-27,2022-12-03,3,356937,0.8404844552400004
Lakelands Public Health,COVID-19 hospital ICU bed occupancy (total),2022-23,48,2022-11-27,2022-12-03,2,356937,0.5603229701600002
Lakelands Public Health,COVID-19 hospital admissions,2022-23,48,2022-11-27,2022-12-03,9,356937,2.521453365720001
Lakelands Public Health,COVID-19 hospital bed occupancy (due to infection),2022-23,48,2022-11-27,2022-12-03,5,356937,1.4008074254000005
Lakelands Public Health,COVID-19 hospital bed occupancy (total),2022-23,48,2022-11-27,2022-12-03,16,356937,4.482583761280002
Lakelands Public Health,"Combined COVID-19, influenza, and RSV hospital bed occupancy (total)",2022-23,48,2022-11-27,2022-12-03,39,356937,10.926297918120005
Lakelands Public Health,Influenza hospital admissions,2022-23,48,2022-11-27,2022-12-03,15,356937,4.202422276200002
Lakelands Public Health,Influenza hospital bed occupancy (due to infection),2022-23,48,2022-11-27,2022-12-03,2,356937,0.5603229701600002
Lakelands Public Health,Influenza hospital bed occupancy (total),2022-23,48,2022-11-27,2022-12-03,14,356937,3.9222607911200016
Lakelands Public Health,RSV hospital admissions,2022-23,48,2022-11-27,2022-12-03,16,356937,4.482583761280002
Lakelands Public Health,RSV hospital bed occupancy (total),2022-23,48,2022-11-27,2022-12-03,9,356937,2.521453365720001
Middlesex-London Health Unit,COVID-19 deaths,2022-23,48,2022-11-27,2022-12-03,4,542578,0.7372211921603898
Middlesex-London Health Unit,COVID-19 hospital ICU bed occupancy (total),2022-23,48,2022-11-27,2022-12-03,2,542578,0.3686105960801949
Middlesex-London Health Unit,COVID-19 hospital admissions,2022-23,48,2022-11-27,2022-12-03,11,542578,2.027358278441072
Middlesex-London Health Unit,COVID-19 hospital bed occupancy (due to infection),2022-23,48,2022-11-27,2022-12-03,11,542578,2.027358278441072
Middlesex-London Health Unit,COVID-19 hospital bed occupancy (total),2022-23,48,2022-11-27,2022-12-03,49,542578,9.030959603964774
Middlesex-London Health Unit,"Combined COVID-19, influenza, and RSV hospital bed occupancy (total)",2022-23,48,2022-11-27,2022-12-03,124,542578,22.853856956972084
Middlesex-London Health Unit,Influenza hospital admissions,2022-23,48,2022-11-27,2022-12-03,16,542578,2.94888476864156
Middlesex-London Health Unit,Influenza hospital bed occupancy (due to infection),2022-23,48,2022-11-27,2022-12-03,27,542578,4.976243047082631
Middlesex-London Health Unit,Influenza hospital bed occupancy (total),2022-23,48,2022-11-27,2022-12-03,39,542578,7.1879066235638005
Middlesex-London Health Unit,RSV hospital admissions,2022-23,48,2022-11-27,2022-12-03,6,542578,1.1058317882405848
Middlesex-London Health Unit,RSV hospital bed occupancy (total),2022-23,48,2022-11-27,2022-12-03,36,542578,6.634990729443508
Niagara Region Public Health,COVID-19 deaths,2022-23,48,2022-11-27,2022-12-03,3,508782,0.5896435015389696
Niagara Region Public Health,COVID-19 hospital ICU bed occupancy (total),2022-23,48,2022-11-27,2022-12-03,5,508782,0.982739169231616
Niagara Region Public Health,COVID-19 hospital admissions,2022-23,48,2022-11-27,2022-12-03,39,508782,7.6653655200066035
Niagara Region Public Health,COVID-19 hospital bed occupancy (due to infection),2022-23,48,2022-11-27,2022-12-03,15,508782,2.948217507694848
Niagara Region Public Health,COVID-19 hospital bed occupancy (total),2022-23,48,2022-11-27,2022-12-03,48,508782,9.434296024623514
Niagara Region Public Health,"Combined COVID-19, influenza, and RSV hospital bed occupancy (total)",2022-23,48,2022-11-27,2022-12-03,80,508782,15.723826707705856
Niagara Region Public Health,Influenza hospital admissions,2022-23,48,2022-11-27,2022-12-03,34,508782,6.682626350774989
Niagara Region Public Health,Influenza hospital bed occupancy (due to infection),2022-23,48,2022-11-27,2022-12-03,13,508782,2.5551218400022013
Niagara Region Public Health,Influenza hospital bed occupancy (total),2022-23,48,2022-11-27,2022-12-03,21,508782,4.127504510772787
Niagara Region Public Health,RSV hospital admissions,2022-23,48,2022-11-27,2022-12-03,26,508782,5.110243680004403
Niagara Region Public Health,RSV hospital bed occupancy (total),2022-23,48,2022-11-27,2022-12-03,10,508782,1.965478338463232
Ontario,COVID-19 deaths,2022-23,48,2022-11-27,2022-12-03,77,15141455,0.5085376537459577
Ontario,COVID-19 hospital ICU bed occupancy (total),2022-23,48,2022-11-27,2022-12-03,97,15141455,0.640625356017635
Ontario,COVID-19 hospital admissions,2022-23,48,2022-11-27,2022-12-03,731,15141455,4.827805518029806
Ontario,COVID-19 hospital bed occupancy (due to infection),2022-23,48,2022-11-27,2022-12-03,452,15141455,2.985182071339908
Ontario,COVID-19 hospital bed occupancy (total),2022-23,48,2022-11-27,2022-12-03,1195,15141455,7.89224021073272
Ontario,"Combined COVID-19, influenza, and RSV hospital bed occupancy (total)",2022-23,48,2022-11-27,2022-12-03,2055,15141455,13.572011408414845
Ontario,Influenza hospital admissions,2022-23,48,2022-11-27,2022-12-03,522,15141455,3.4474890292907783
Ontario,Influenza hospital bed occupancy (due to infection),2022-23,48,2022-11-27,2022-12-03,327,15141455,2.1596339321419245
Ontario,Influenza hospital bed occupancy (total),2022-23,48,2022-11-27,2022-12-03,540,15141455,3.566367961335288
Ontario,RSV hospital admissions,2022-23,48,2022-11-27,2022-12-03,332,15141455,2.192655857709844
Ontario,RSV hospital bed occupancy (total),2022-23,48,2022-11-27,2022-12-03,320,15141455,2.113403236346837
Ottawa Public Health,COVID-19 deaths,2022-23,48,2022-11-27,2022-12-03,7,1082567,0.6466112490035258
Ottawa Public Health,COVID-19 hospital ICU bed occupancy (total),2022-23,48,2022-11-27,2022-12-03,9,1082567,0.8313573201473904
Ottawa Public Health,COVID-19 hospital admissions,2022-23,48,2022-11-27,2022-12-03,52,1082567,4.8033978497404775
Ottawa Public Health,COVID-19 hospital bed occupancy (due to infection),2022-23,48,2022-11-27,2022-12-03,49,1082567,4.5262787430246805
Ottawa Public Health,COVID-19 hospital bed occupancy (total),2022-23,48,2022-11-27,2022-12-03,122,1082567,11.269510339775737
Ottawa Public Health,"Combined COVID-19, influenza, and RSV hospital bed occupancy (total)",2022-23,48,2022-11-27,2022-12-03,210,1082567,19.398337470105776
Ottawa Public Health,Influenza hospital admissions,2022-23,48,2022-11-27,2022-12-03,29,1082567,2.678818031586036
Ottawa Public Health,Influenza hospital bed occupancy (due to infection),2022-23,48,2022-11-27,2022-12-03,31,1082567,2.8635641027299004
Ottawa Public Health,Influenza hospital bed occupancy (total),2022-23,48,2022-11-27,2022-12-03,50,1082567,4.618651778596614
Ottawa Public Health,RSV hospital admissions,2022-23,48,2022-11-27,2022-12-03,27,1082567,2.4940719604421715
Ottawa Public Health,RSV hospital bed occupancy (total),2022-23,48,2022-11-27,2022-12-03,38,1082567,3.5101753517334267
Peel Public Health,COVID-19 deaths,2022-23,48,2022-11-27,2022-12-03,4,1529179,0.2615782717392797
Peel Public Health,COVID-19 hospital ICU bed occupancy (total),2022-23,48,2022-11-27,2022-12-03,5,1529179,0.3269728396740996
Peel Public Health,COVID-19 hospital admissions,2022-23,48,2022-11-27,2022-12-03,100,1529179,6.539456793481993
Peel Public Health,COVID-19 hospital bed occupancy (due to infection),2022-23,48,2022-11-27,2022-12-03,46,1529179,3.0081501250017166
Peel Public Health,COVID-19 hospital bed occupancy (total),2022-23,48,2022-11-27,2022-12-03,89,1529179,5.820116546198973
Peel Public Health,"Combined COVID-19, influenza, and RSV hospital bed occupancy (total)",2022-23,48,2022-11-27,2022-12-03,137,1529179,8.95905580707033
Peel Public Health,Influenza hospital admissions,2022-23,48,2022-11-27,2022-12-03,50,1529179,3.2697283967409967
Peel Public Health,Influenza hospital bed occupancy (due to infection),2022-23,48,2022-11-27,2022-12-03,22,1529179,1.4386804945660383
Peel Public Health,Influenza hospital bed occupancy (total),2022-23,48,2022-11-27,2022-12-03,32,1529179,2.0926261739142378
Peel Public Health,RSV hospital admissions,2022-23,48,2022-11-27,2022-12-03,40,1529179,2.615782717392797
Peel Public Health,RSV hospital bed occupancy (total),2022-23,48,2022-11-27,2022-12-03,17,1529179,1.111707654891939
Public Health Sudbury & Districts,COVID-19 deaths,2022-23,48,2022-11-27,2022-12-03,1,213431,0.4685354985920508
Public Health Sudbury & Districts,COVID-19 hospital ICU bed occupancy (total),2022-23,48,2022-11-27,2022-12-03,2,213431,0.9370709971841016
Public Health Sudbury & Districts,COVID-19 hospital admissions,2022-23,48,2022-11-27,2022-12-03,18,213431,8.433638974656915
Public Health Sudbury & Districts,COVID-19 hospital bed occupancy (due to infection),2022-23,48,2022-11-27,2022-12-03,12,213431,5.62242598310461
Public Health Sudbury & Districts,COVID-19 hospital bed occupancy (total),2022-23,48,2022-11-27,2022-12-03,23,213431,10.776316467617168
Public Health Sudbury & Districts,"Combined COVID-19, influenza, and RSV hospital bed occupancy (total)",2022-23,48,2022-11-27,2022-12-03,40,213431,18.74141994368204
Public Health Sudbury & Districts,Influenza hospital admissions,2022-23,48,2022-11-27,2022-12-03,26,213431,12.18192296339332
Public Health Sudbury & Districts,Influenza hospital bed occupancy (due to infection),2022-23,48,2022-11-27,2022-12-03,11,213431,5.15389048451256
Public Health Sudbury & Districts,Influenza hospital bed occupancy (total),2022-23,48,2022-11-27,2022-12-03,14,213431,6.559496980288712
Public Health Sudbury & Districts,RSV hospital admissions,2022-23,48,2022-11-27,2022-12-03,6,213431,2.811212991552305
Public Health Sudbury & Districts,RSV hospital bed occupancy (total),2022-23,48,2022-11-27,2022-12-03,4,213431,1.874141994368204
Region of Waterloo Public Health and Emergency Services,COVID-19 deaths,2022-23,48,2022-11-27,2022-12-03,1,638084,0.156719178039255
Region of Waterloo Public Health and Emergency Services,COVID-19 hospital ICU bed occupancy (total),2022-23,48,2022-11-27,2022-12-03,4,638084,0.6268767121570201
Region of Waterloo Public Health and Emergency Services,COVID-19 hospital admissions,2022-23,48,2022-11-27,2022-12-03,4,638084,0.6268767121570201
Region of Waterloo Public Health and Emergency Services,COVID-19 hospital bed occupancy (due to infection),2022-23,48,2022-11-27,2022-12-03,12,638084,1.8806301364710605
Region of Waterloo Public Health and Emergency Services,COVID-19 hospital bed occupancy (total),2022-23,48,2022-11-27,2022-12-03,25,638084,3.9179794509813752
Region of Waterloo Public Health and Emergency Services,"Combined COVID-19, influenza, and RSV hospital bed occupancy (total)",2022-23,48,2022-11-27,2022-12-03,42,638084,6.582205477648711
Region of Waterloo Public Health and Emergency Services,Influenza hospital admissions,2022-23,48,2022-11-27,2022-12-03,4,638084,0.6268767121570201
Region of Waterloo Public Health and Emergency Services,Influenza hospital bed occupancy (due to infection),2022-23,48,2022-11-27,2022-12-03,0,638084,0.0
Region of Waterloo Public Health and Emergency Services,Influenza hospital bed occupancy (total),2022-23,48,2022-11-27,2022-12-03,9,638084,1.4104726023532952
Region of Waterloo Public Health and Emergency Services,RSV hospital admissions,2022-23,48,2022-11-27,2022-12-03,13,638084,2.0373493145103154
Region of Waterloo Public Health and Emergency Services,RSV hospital bed occupancy (total),2022-23,48,2022-11-27,2022-12-03,7,638084,1.0970342462747853
Simcoe Muskoka District Health Unit,COVID-19 deaths,2022-23,48,2022-11-27,2022-12-03,5,643544,0.7769476523749737
Simcoe Muskoka District Health Unit,COVID-19 hospital ICU bed occupancy (total),2022-23,48,2022-11-27,2022-12-03,5,643544,0.7769476523749737
Simcoe Muskoka District Health Unit,COVID-19 hospital admissions,2022-23,48,2022-11-27,2022-12-03,45,643544,6.992528871374762
Simcoe Muskoka District Health Unit,COVID-19 hospital bed occupancy (due to infection),2022-23,48,2022-11-27,2022-12-03,19,643544,2.9524010790249
Simcoe Muskoka District Health Unit,COVID-19 hospital bed occupancy (total),2022-23,48,2022-11-27,2022-12-03,48,643544,7.458697462799747
Simcoe Muskoka District Health Unit,"Combined COVID-19, influenza, and RSV hospital bed occupancy (total)",2022-23,48,2022-11-27,2022-12-03,75,643544,11.654214785624603
Simcoe Muskoka District Health Unit,Influenza hospital admissions,2022-23,48,2022-11-27,2022-12-03,21,643544,3.2631801399748888
Simcoe Muskoka District Health Unit,Influenza hospital bed occupancy (due to infection),2022-23,48,2022-11-27,2022-12-03,4,643544,0.6215581218999789
Simcoe Muskoka District Health Unit,Influenza hospital bed occupancy (total),2022-23,48,2022-11-27,2022-12-03,18,643544,2.797011548549905
Simcoe Muskoka District Health Unit,RSV hospital admissions,2022-23,48,2022-11-27,2022-12-03,7,643544,1.087726713324963
Simcoe Muskoka District Health Unit,RSV hospital bed occupancy (total),2022-23,48,2022-11-27,2022-12-03,9,643544,1.3985057742749525
South East Public Health,COVID-19 deaths,2022-23,48,2022-11-27,2022-12-03,0,591870,0.0
South East Public Health,COVID-19 hospital ICU bed occupancy (total),2022-23,48,2022-11-27,2022-12-03,7,591870,1.182692145234595
South East Public Health,COVID-19 hospital admissions,2022-23,48,2022-11-27,2022-12-03,10,591870,1.6895602074779934
South East Public Health,COVID-19 hospital bed occupancy (due to infection),2022-23,48,2022-11-27,2022-12-03,17,591870,2.872252352712589
South East Public Health,COVID-19 hospital bed occupancy (total),2022-23,48,2022-11-27,2022-12-03,26,591870,4.392856539442783
South East Public Health,"Combined COVID-19, influenza, and RSV hospital bed occupancy (total)",2022-23,48,2022-11-27,2022-12-03,51,591870,8.616757058137766
South East Public Health,Influenza hospital admissions,2022-23,48,2022-11-27,2022-12-03,13,591870,2.1964282697213915
South East Public Health,Influenza hospital bed occupancy (due to infection),2022-23,48,2022-11-27,2022-12-03,11,591870,1.858516228225793
South East Public Health,Influenza hospital bed occupancy (total),2022-23,48,2022-11-27,2022-12-03,14,591870,2.36538429046919
South East Public Health,RSV hospital admissions,2022-23,48,2022-11-27,2022-12-03,4,591870,0.6758240829911973
South East Public Health,RSV hospital bed occupancy (total),2022-23,48,2022-11-27,2022-12-03,11,591870,1.858516228225793
Southwestern Public Health,COVID-19 deaths,2022-23,48,2022-11-27,2022-12-03,0,230304,0.0
Southwestern Public Health,COVID-19 hospital ICU bed occupancy (total),2022-23,48,2022-11-27,2022-12-03,3,230304,1.3026260942059191
Southwestern Public Health,COVID-19 hospital admissions,2022-23,48,2022-11-27,2022-12-03,8,230304,3.473669584549118
Southwestern Public Health,COVID-19 hospital bed occupancy (due to infection),2022-23,48,2022-11-27,2022-12-03,7,230304,3.039460886480478
Southwestern Public Health,COVID-19 hospital bed occupancy (total),2022-23,48,2022-11-27,2022-12-03,33,230304,14.32888703626511
Southwestern Public Health,"Combined COVID-19, influenza, and RSV hospital bed occupancy (total)",2022-23,48,2022-11-27,2022-12-03,44,230304,19.105182715020145
Southwestern Public Health,Influenza hospital admissions,2022-23,48,2022-11-27,2022-12-03,9,230304,3.907878282617757
Southwestern Public Health,Influenza hospital bed occupancy (due to infection),2022-23,48,2022-11-27,2022-12-03,4,230304,1.736834792274559
