Public_health_unit,Antigen,Age,Year,Coverage
Ontario,Polio,17,2020-2021,93.2
Ontario,Polio,7,2020-2021,67.4
Ontario,Rota,7,2020-2021,72.5
Ontario,Rubella,17,2020-2021,97.3
Ontario,Rubella,7,2020-2021,93.9
Ontario,Tetanus,17,2020-2021,72.6
Ontario,Tetanus,7,2020-2021,67.3
Ontario,Varicella,7,2020-2021,63.2
Ontario,Diphtheria,17,2021-2022,54.9
Ontario,Diphtheria,7,2021-2022,65.3
Ontario,HPV,12,2021-2022,56.3
Ontario,HPV,17,2021-2022,64.9
Ontario,HepB,12,2021-2022,65.2
Ontario,HepB,17,2021-2022,75.4
Ontario,Hib,7,2021-2022,79
Ontario,MCC,7,2021-2022,85.8
Ontario,MCV4,12,2021-2022,83.3
Ontario,MCV4,17,2021-2022,91
Ontario,Measles,17,2021-2022,93
Ontario,Measles,7,2021-2022,65.5
Ontario,Mumps,17,2021-2022,92.7
Ontario,Mumps,7,2021-2022,65.3
Ontario,Pertussis,17,2021-2022,55.9
Ontario,Pertussis,7,2021-2022,65.2
Ontario,Pneumo,7,2021-2022,76.5
Ontario,Polio,17,2021-2022,90.5
Ontario,Polio,7,2021-2022,65.5
Ontario,Rota,7,2021-2022,71
Ontario,Rubella,17,2021-2022,94.9
Ontario,Rubella,7,2021-2022,89.1
Ontario,Tetanus,17,2021-2022,54.9
Ontario,Tetanus,7,2021-2022,65.3
Ontario,Varicella,7,2021-2022,62.4
Ontario,Diphtheria,17,2022-2023,56
Ontario,Diphtheria,7,2022-2023,73.6
Ontario,HPV,12,2022-2023,65.5
Ontario,HPV,17,2022-2023,68.9
Ontario,HepB,12,2022-2023,73.3
Ontario,HepB,17,2022-2023,76.7
Ontario,Hib,7,2022-2023,80.1
Ontario,MCC,7,2022-2023,86.4
Ontario,MCV4,12,2022-2023,86
Ontario,MCV4,17,2022-2023,91.3
Ontario,Measles,17,2022-2023,92.4
Ontario,Measles,7,2022-2023,74.5
Ontario,Mumps,17,2022-2023,92.2
Ontario,Mumps,7,2022-2023,74.2
Ontario,Pertussis,17,2022-2023,56.9
Ontario,Pertussis,7,2022-2023,73.5
Ontario,Pneumo,7,2022-2023,77.9
Ontario,Polio,17,2022-2023,90.2
Ontario,Polio,7,2022-2023,73.1
Ontario,Rota,7,2022-2023,73.6
Ontario,Rubella,17,2022-2023,94.3
Ontario,Rubella,7,2022-2023,90.1
Ontario,Tetanus,17,2022-2023,56
Ontario,Tetanus,7,2022-2023,73.6
Ontario,Varicella,7,2022-2023,72.1
Ontario,Diphtheria,17,2023-2024,63.3
Ontario,Diphtheria,7,2023-2024,76.1
Ontario,HPV,12,2023-2024,63.7
Ontario,HPV,17,2023-2024,68.3
Ontario,HepB,12,2023-2024,71.7
Ontario,HepB,17,2023-2024,75.8
Ontario,Hib,7,2023-2024,76.6
Ontario,MCC,7,2023-2024,85.4
Ontario,MCV4,12,2023-2024,84.2
Ontario,MCV4,17,2023-2024,89.8
Ontario,Measles,17,2023-2024,91.8
Ontario,Measles,7,2023-2024,76.8
Ontario,Mumps,17,2023-2024,91.5
Ontario,Mumps,7,2023-2024,76.4
Ontario,Pertussis,17,2023-2024,64.2
Ontario,Pertussis,7,2023-2024,76
Ontario,Pneumo,7,2023-2024,75
Ontario,Polio,17,2023-2024,89.5
Ontario,Polio,7,2023-2024,74.3
Ontario,Rota,7,2023-2024,71.7
Ontario,Rubella,17,2023-2024,94
Ontario,Rubella,7,2023-2024,88.7
Ontario,Tetanus,17,2023-2024,63.4
Ontario,Tetanus,7,2023-2024,76.1
Ontario,Varicella,7,2023-2024,74.7
Ontario,Diphtheria,17,2024-2025,68.3
Ontario,Diphtheria,7,2024-2025,77.3
Ontario,HPV,12,2024-2025,54.3
Ontario,HPV,17,2024-2025,53
Ontario,HepB,12,2024-2025,64.3
Ontario,HepB,17,2024-2025,61
Ontario,Hib,7,2024-2025,72.7
Ontario,MCC,7,2024-2025,83.6
Ontario,MCV4,12,2024-2025,78.4
Ontario,MCV4,17,2024-2025,88.1
Ontario,Measles,17,2024-2025,91.7
Ontario,Measles,7,2024-2025,78.4
Ontario,Mumps,17,2024-2025,91.4
Ontario,Mumps,7,2024-2025,78
Ontario,Pertussis,17,2024-2025,68.6
Ontario,Pertussis,7,2024-2025,77.2
Ontario,Pneumo,7,2024-2025,72.1
Ontario,Polio,17,2024-2025,89.7
Ontario,Polio,7,2024-2025,75.6
Ontario,Rota,7,2024-2025,68.8
Ontario,Rubella,17,2024-2025,94
Ontario,Rubella,7,2024-2025,86.1
Ontario,Tetanus,17,2024-2025,68.3
Ontario,Tetanus,7,2024-2025,77.3
Ontario,Varicella,7,2024-2025,76.4
Toronto Public Health,Diphtheria,17,2015-2016,65
Toronto Public Health,Diphtheria,7,2015-2016,89.8
Toronto Public Health,HepB,12,2015-2016,71.8
Toronto Public Health,Hib,7,2015-2016,76.6
Toronto Public Health,MCC,7,2015-2016,93.9
Toronto Public Health,MCV4,12,2015-2016,79.7
Toronto Public Health,Measles,17,2015-2016,91.1
Toronto Public Health,Measles,7,2015-2016,93.4
Toronto Public Health,Mumps,17,2015-2016,89.8
Toronto Public Health,Mumps,7,2015-2016,93.2
Toronto Public Health,Pertussis,17,2015-2016,59.7
Toronto Public Health,Pertussis,7,2015-2016,89.6
Toronto Public Health,Pneumo,7,2015-2016,73.7
Toronto Public Health,Polio,17,2015-2016,88.7
Toronto Public Health,Polio,7,2015-2016,90.2
Toronto Public Health,Rubella,17,2015-2016,94
Toronto Public Health,Rubella,7,2015-2016,96.2
Toronto Public Health,Tetanus,17,2015-2016,65
Toronto Public Health,Tetanus,7,2015-2016,89.8
Toronto Public Health,Varicella,7,2015-2016,41
Toronto Public Health,Diphtheria,17,2016-2017,62.2
Toronto Public Health,Diphtheria,7,2016-2017,78.7
Toronto Public Health,HPV,12,2016-2017,59.4
Toronto Public Health,HepB,12,2016-2017,69.4
Toronto Public Health,Hib,7,2016-2017,77.3
Toronto Public Health,MCC,7,2016-2017,93.3
Toronto Public Health,MCV4,12,2016-2017,79.1
Toronto Public Health,Measles,17,2016-2017,89.1
Toronto Public Health,Measles,7,2016-2017,88.1
Toronto Public Health,Mumps,17,2016-2017,88.1
Toronto Public Health,Mumps,7,2016-2017,87.9
Toronto Public Health,Pertussis,17,2016-2017,59.8
Toronto Public Health,Pertussis,7,2016-2017,78.4
Toronto Public Health,Pneumo,7,2016-2017,73.7
Toronto Public Health,Polio,17,2016-2017,86.8
Toronto Public Health,Polio,7,2016-2017,79.1
Toronto Public Health,Rubella,17,2016-2017,91.9
Toronto Public Health,Rubella,7,2016-2017,95.7
Toronto Public Health,Tetanus,17,2016-2017,62.2
Toronto Public Health,Tetanus,7,2016-2017,78.7
Toronto Public Health,Varicella,7,2016-2017,44.2
Toronto Public Health,Diphtheria,17,2017-2018,78.4
Toronto Public Health,Diphtheria,7,2017-2018,70.9
Toronto Public Health,HPV,12,2017-2018,64.2
Toronto Public Health,HepB,12,2017-2018,71.9
Toronto Public Health,Hib,7,2017-2018,75.9
Toronto Public Health,MCC,7,2017-2018,90.3
Toronto Public Health,MCV4,12,2017-2018,82.4
Toronto Public Health,Measles,17,2017-2018,93.8
Toronto Public Health,Measles,7,2017-2018,74.3
Toronto Public Health,Mumps,17,2017-2018,93.3
Toronto Public Health,Mumps,7,2017-2018,73.9
Toronto Public Health,Pertussis,17,2017-2018,77.2
Toronto Public Health,Pertussis,7,2017-2018,70.7
Toronto Public Health,Pneumo,7,2017-2018,69.2
Toronto Public Health,Polio,17,2017-2018,90.7
Toronto Public Health,Polio,7,2017-2018,71.4
Toronto Public Health,Rubella,17,2017-2018,96.4
Toronto Public Health,Rubella,7,2017-2018,93.5
Toronto Public Health,Tetanus,17,2017-2018,78.4
Toronto Public Health,Tetanus,7,2017-2018,70.9
Toronto Public Health,Varicella,7,2017-2018,65
Toronto Public Health,Diphtheria,17,2018-2019,79.2
Toronto Public Health,Diphtheria,7,2018-2019,82.9
Toronto Public Health,HPV,12,2018-2019,63.4
Toronto Public Health,HPV,17,2018-2019,67.4
Toronto Public Health,HepB,12,2018-2019,70.9
Toronto Public Health,HepB,17,2018-2019,77.7
Toronto Public Health,Hib,7,2018-2019,77.6
Toronto Public Health,MCC,7,2018-2019,92.1
Toronto Public Health,MCV4,12,2018-2019,79.9
Toronto Public Health,MCV4,17,2018-2019,93.6
Toronto Public Health,Measles,17,2018-2019,95.1
Toronto Public Health,Measles,7,2018-2019,84.2
Toronto Public Health,Mumps,17,2018-2019,94.9
Toronto Public Health,Mumps,7,2018-2019,84
Toronto Public Health,Pertussis,17,2018-2019,79.5
Toronto Public Health,Pertussis,7,2018-2019,82.8
Toronto Public Health,Pneumo,7,2018-2019,70.2
Toronto Public Health,Polio,17,2018-2019,91.4
Toronto Public Health,Polio,7,2018-2019,83.5
Toronto Public Health,Rubella,17,2018-2019,97
Toronto Public Health,Rubella,7,2018-2019,94.8
Toronto Public Health,Tetanus,17,2018-2019,79.2
Toronto Public Health,Tetanus,7,2018-2019,82.8
Toronto Public Health,Varicella,7,2018-2019,79.6
Toronto Public Health,Diphtheria,17,2019-2020,80
Toronto Public Health,Diphtheria,7,2019-2020,80.2
Toronto Public Health,HPV,12,2019-2020,47.4
Toronto Public Health,HPV,17,2019-2020,68.2
Toronto Public Health,HepB,12,2019-2020,59.2
Toronto Public Health,HepB,17,2019-2020,76.7
Toronto Public Health,Hib,7,2019-2020,80.4
Toronto Public Health,MCC,7,2019-2020,93.9
Toronto Public Health,MCV4,12,2019-2020,84.2
Toronto Public Health,MCV4,17,2019-2020,94.2
Toronto Public Health,Measles,17,2019-2020,95.3
Toronto Public Health,Measles,7,2019-2020,80.7
Toronto Public Health,Mumps,17,2019-2020,95.1
Toronto Public Health,Mumps,7,2019-2020,80.4
Toronto Public Health,Pertussis,17,2019-2020,80.5
Toronto Public Health,Pertussis,7,2019-2020,80.1
Toronto Public Health,Pneumo,7,2019-2020,72.6
Toronto Public Health,Polio,17,2019-2020,91.9
Toronto Public Health,Polio,7,2019-2020,80.9
Toronto Public Health,Rota,7,2019-2020,67.5
Toronto Public Health,Rubella,17,2019-2020,97.3
Toronto Public Health,Rubella,7,2019-2020,96.3
Toronto Public Health,Tetanus,17,2019-2020,79.9
Toronto Public Health,Tetanus,7,2019-2020,80.2
Toronto Public Health,Varicella,7,2019-2020,76.9
Toronto Public Health,Diphtheria,17,2020-2021,78.8
Toronto Public Health,Diphtheria,7,2020-2021,70.5
Toronto Public Health,HPV,12,2020-2021,36.8
Toronto Public Health,HPV,17,2020-2021,72.5
Toronto Public Health,HepB,12,2020-2021,51.4
Toronto Public Health,HepB,17,2020-2021,79.9
Toronto Public Health,Hib,7,2020-2021,82.4
Toronto Public Health,MCC,7,2020-2021,94.5
Toronto Public Health,MCV4,12,2020-2021,62
Toronto Public Health,MCV4,17,2020-2021,96.5
Toronto Public Health,Measles,17,2020-2021,96.8
Toronto Public Health,Measles,7,2020-2021,70.1
Toronto Public Health,Mumps,17,2020-2021,96.6
Toronto Public Health,Mumps,7,2020-2021,69.7
Toronto Public Health,Pertussis,17,2020-2021,78.7
Toronto Public Health,Pertussis,7,2020-2021,70.4
Toronto Public Health,Pneumo,7,2020-2021,76.5
Toronto Public Health,Polio,17,2020-2021,93.5
Toronto Public Health,Polio,7,2020-2021,70.7
Toronto Public Health,Rota,7,2020-2021,73.1
Toronto Public Health,Rubella,17,2020-2021,98.6
Toronto Public Health,Rubella,7,2020-2021,96.7
Toronto Public Health,Tetanus,17,2020-2021,78.8
Toronto Public Health,Tetanus,7,2020-2021,70.5
Toronto Public Health,Varicella,7,2020-2021,64.5
Toronto Public Health,Diphtheria,17,2021-2022,64.8
Toronto Public Health,Diphtheria,7,2021-2022,60.8
Toronto Public Health,HPV,12,2021-2022,53.3
Toronto Public Health,HPV,17,2021-2022,66.7
Toronto Public Health,HepB,12,2021-2022,62.7
Toronto Public Health,HepB,17,2021-2022,74.9
Toronto Public Health,Hib,7,2021-2022,76.1
Toronto Public Health,MCC,7,2021-2022,83.3
Toronto Public Health,MCV4,12,2021-2022,73.8
Toronto Public Health,MCV4,17,2021-2022,92.4
Toronto Public Health,Measles,17,2021-2022,92.2
Toronto Public Health,Measles,7,2021-2022,61.8
Toronto Public Health,Mumps,17,2021-2022,91.9
Toronto Public Health,Mumps,7,2021-2022,61.4
Toronto Public Health,Pertussis,17,2021-2022,64.9
Toronto Public Health,Pertussis,7,2021-2022,60.6
Toronto Public Health,Pneumo,7,2021-2022,71.1
Toronto Public Health,Polio,17,2021-2022,89
Toronto Public Health,Polio,7,2021-2022,60.9
Toronto Public Health,Rota,7,2021-2022,69.1
Toronto Public Health,Rubella,17,2021-2022,94
Toronto Public Health,Rubella,7,2021-2022,87.7
Toronto Public Health,Tetanus,17,2021-2022,64.8
Toronto Public Health,Tetanus,7,2021-2022,60.8
Toronto Public Health,Varicella,7,2021-2022,57.5
Toronto Public Health,Diphtheria,17,2022-2023,52.3
Toronto Public Health,Diphtheria,7,2022-2023,57.2
Toronto Public Health,HPV,12,2022-2023,63.3
Toronto Public Health,HPV,17,2022-2023,71.9
Toronto Public Health,HepB,12,2022-2023,70.1
Toronto Public Health,HepB,17,2022-2023,76.8
Toronto Public Health,Hib,7,2022-2023,65.2
Toronto Public Health,MCC,7,2022-2023,70.2
Toronto Public Health,MCV4,12,2022-2023,77.3
Toronto Public Health,MCV4,17,2022-2023,91.3
Toronto Public Health,Measles,17,2022-2023,90.1
Toronto Public Health,Measles,7,2022-2023,59.7
Toronto Public Health,Mumps,17,2022-2023,89.9
Toronto Public Health,Mumps,7,2022-2023,59.3
Toronto Public Health,Pertussis,17,2022-2023,53.8
Toronto Public Health,Pertussis,7,2022-2023,57
Toronto Public Health,Pneumo,7,2022-2023,60.4
Toronto Public Health,Polio,17,2022-2023,87.2
Toronto Public Health,Polio,7,2022-2023,56.4
Toronto Public Health,Rota,7,2022-2023,59.1
Toronto Public Health,Rubella,17,2022-2023,92
Toronto Public Health,Rubella,7,2022-2023,75.9
Toronto Public Health,Tetanus,17,2022-2023,52.3
Toronto Public Health,Tetanus,7,2022-2023,57.2
Toronto Public Health,Varicella,7,2022-2023,56.3
Toronto Public Health,Diphtheria,17,2023-2024,48.2
Toronto Public Health,Diphtheria,7,2023-2024,80.9
Toronto Public Health,HPV,12,2023-2024,62.1
Toronto Public Health,HPV,17,2023-2024,67.6
Toronto Public Health,HepB,12,2023-2024,69.2
Toronto Public Health,HepB,17,2023-2024,73.2
Toronto Public Health,Hib,7,2023-2024,75.4
Toronto Public Health,MCC,7,2023-2024,85.5
Toronto Public Health,MCV4,12,2023-2024,73.3
Toronto Public Health,MCV4,17,2023-2024,84.7
Toronto Public Health,Measles,17,2023-2024,87.3
Toronto Public Health,Measles,7,2023-2024,81.6
Toronto Public Health,Mumps,17,2023-2024,86.9
Toronto Public Health,Mumps,7,2023-2024,81.2
Toronto Public Health,Pertussis,17,2023-2024,50.3
Toronto Public Health,Pertussis,7,2023-2024,80.7
Toronto Public Health,Pneumo,7,2023-2024,67.9
Toronto Public Health,Polio,17,2023-2024,84.9
Toronto Public Health,Polio,7,2023-2024,79
Toronto Public Health,Rota,7,2023-2024,66.2
Toronto Public Health,Rubella,17,2023-2024,90.1
Toronto Public Health,Rubella,7,2023-2024,89.8
Toronto Public Health,Tetanus,17,2023-2024,48.3
Toronto Public Health,Tetanus,7,2023-2024,80.9
Toronto Public Health,Varicella,7,2023-2024,78.8
Toronto Public Health,Diphtheria,17,2024-2025,36.6
Toronto Public Health,Diphtheria,7,2024-2025,31.9
Toronto Public Health,HPV,12,2024-2025,55
Toronto Public Health,HPV,17,2024-2025,46.7
Toronto Public Health,HepB,12,2024-2025,63.5
Toronto Public Health,HepB,17,2024-2025,56.1
Toronto Public Health,Hib,7,2024-2025,36.8
Toronto Public Health,MCC,7,2024-2025,39.1
Toronto Public Health,MCV4,12,2024-2025,72.3
Toronto Public Health,MCV4,17,2024-2025,76.1
Toronto Public Health,Measles,17,2024-2025,82.6
Toronto Public Health,Measles,7,2024-2025,36.2
Toronto Public Health,Mumps,17,2024-2025,82.1
Toronto Public Health,Mumps,7,2024-2025,35.8
Toronto Public Health,Pertussis,17,2024-2025,37.2
Toronto Public Health,Pertussis,7,2024-2025,31.7
Toronto Public Health,Pneumo,7,2024-2025,34.1
Toronto Public Health,Polio,17,2024-2025,80.4
Toronto Public Health,Polio,7,2024-2025,30.7
Toronto Public Health,Rota,7,2024-2025,33.5
Toronto Public Health,Rubella,17,2024-2025,86.1
Toronto Public Health,Rubella,7,2024-2025,46.9
Toronto Public Health,Tetanus,17,2024-2025,36.7
Toronto Public Health,Tetanus,7,2024-2025,31.9
Toronto Public Health,Varicella,7,2024-2025,31.8
Southwestern Public Health,Diphtheria,17,2015-2016,90.1
Southwestern Public Health,Diphtheria,7,2015-2016,91.4
Southwestern Public Health,HepB,12,2015-2016,62.7
Southwestern Public Health,Hib,7,2015-2016,85.6
Southwestern Public Health,MCC,7,2015-2016,93
Southwestern Public Health,MCV4,12,2015-2016,80.7
Southwestern Public Health,Measles,17,2015-2016,96.6
Southwestern Public Health,Measles,7,2015-2016,92.7
Southwestern Public Health,Mumps,17,2015-2016,97
Southwestern Public Health,Mumps,7,2015-2016,92.7
Southwestern Public Health,Pertussis,17,2015-2016,89.5
Southwestern Public Health,Pertussis,7,2015-2016,91.4
Southwestern Public Health,Pneumo,7,2015-2016,81.4
Southwestern Public Health,Polio,17,2015-2016,96
Southwestern Public Health,Polio,7,2015-2016,91.4
Southwestern Public Health,Rubella,17,2015-2016,97.9
Southwestern Public Health,Rubella,7,2015-2016,94.3
Southwestern Public Health,Tetanus,17,2015-2016,90.1
Southwestern Public Health,Tetanus,7,2015-2016,91.4
Southwestern Public Health,Varicella,7,2015-2016,56.8
Southwestern Public Health,Diphtheria,17,2016-2017,86.2
Southwestern Public Health,Diphtheria,7,2016-2017,90
Southwestern Public Health,HPV,12,2016-2017,50.5
Southwestern Public Health,HepB,12,2016-2017,64.5
Southwestern Public Health,Hib,7,2016-2017,82.7
Southwestern Public Health,MCC,7,2016-2017,91.1
Southwestern Public Health,MCV4,12,2016-2017,79.5
Southwestern Public Health,Measles,17,2016-2017,96.6
Southwestern Public Health,Measles,7,2016-2017,90.7
Southwestern Public Health,Mumps,17,2016-2017,96.8
Southwestern Public Health,Mumps,7,2016-2017,90.7
Southwestern Public Health,Pertussis,17,2016-2017,86.2
Southwestern Public Health,Pertussis,7,2016-2017,89.9
Southwestern Public Health,Pneumo,7,2016-2017,78.8
Southwestern Public Health,Polio,17,2016-2017,95.7
Southwestern Public Health,Polio,7,2016-2017,90.3
Southwestern Public Health,Rubella,17,2016-2017,97.8
Southwestern Public Health,Rubella,7,2016-2017,92.4
Southwestern Public Health,Tetanus,17,2016-2017,86.2
Southwestern Public Health,Tetanus,7,2016-2017,90
Southwestern Public Health,Varicella,7,2016-2017,62.2
Southwestern Public Health,Diphtheria,17,2017-2018,82
Southwestern Public Health,Diphtheria,7,2017-2018,89.2
Southwestern Public Health,HPV,12,2017-2018,48.6
Southwestern Public Health,HepB,12,2017-2018,60.8
Southwestern Public Health,Hib,7,2017-2018,84.1
Southwestern Public Health,MCC,7,2017-2018,90.5
Southwestern Public Health,MCV4,12,2017-2018,77.5
Southwestern Public Health,Measles,17,2017-2018,95.1
Southwestern Public Health,Measles,7,2017-2018,89.5
Southwestern Public Health,Mumps,17,2017-2018,96
Southwestern Public Health,Mumps,7,2017-2018,89.5
Southwestern Public Health,Pertussis,17,2017-2018,81.8
Southwestern Public Health,Pertussis,7,2017-2018,89.2
Southwestern Public Health,Pneumo,7,2017-2018,74.1
Southwestern Public Health,Polio,17,2017-2018,94.5
Southwestern Public Health,Polio,7,2017-2018,89.3
Southwestern Public Health,Rubella,17,2017-2018,95.9
Southwestern Public Health,Rubella,7,2017-2018,92.1
Southwestern Public Health,Tetanus,17,2017-2018,82
Southwestern Public Health,Tetanus,7,2017-2018,89.2
Southwestern Public Health,Varicella,7,2017-2018,86.7
Southwestern Public Health,Diphtheria,17,2018-2019,82
Southwestern Public Health,Diphtheria,7,2018-2019,89.7
Southwestern Public Health,HPV,12,2018-2019,51.9
Southwestern Public Health,HPV,17,2018-2019,53
Southwestern Public Health,HepB,12,2018-2019,61.3
Southwestern Public Health,HepB,17,2018-2019,72.9
Southwestern Public Health,Hib,7,2018-2019,85.9
Southwestern Public Health,MCC,7,2018-2019,91.5
Southwestern Public Health,MCV4,12,2018-2019,81.4
Southwestern Public Health,MCV4,17,2018-2019,91.2
Southwestern Public Health,Measles,17,2018-2019,94.5
Southwestern Public Health,Measles,7,2018-2019,89.9
Southwestern Public Health,Mumps,17,2018-2019,95.2
Southwestern Public Health,Mumps,7,2018-2019,89.9
Southwestern Public Health,Pertussis,17,2018-2019,82.2
Southwestern Public Health,Pertussis,7,2018-2019,89.7
